Year,Coach,School,Conf,W,L,Pct
2017,Scott Frost,UCF,American,13,0,1
2017,Paul Chryst,Wisconsin,Big Ten,13,1,0.929
2017,Nick Saban,Alabama,SEC,13,1,0.929
2017,Kirby Smart,Georgia,SEC,13,2,0.867
2017,Urban Meyer,Ohio State,Big Ten,12,2,0.857
2017,Lincoln Riley,Oklahoma,Big 12,12,2,0.857
2017,Dabo Swinney,Clemson,ACC,12,2,0.857
2017,Neal Brown,Troy,Sun Belt,11,2,0.846
2017,James Franklin,Penn State,Big Ten,11,2,0.846
2017,Jason Candle,Toledo,MAC,11,3,0.786
2017,Bryan Harsin,Boise State,MWC,11,3,0.786
2017,Clay Helton,USC,Pac-12,11,3,0.786
2017,Lane Kiffin,Florida Atlantic,CUSA,11,3,0.786
2017,Gary Patterson,TCU,Big 12,11,3,0.786
2017,Charlie Strong,South Florida,American,10,2,0.833
2017,Mark Dantonio,Michigan State,Big Ten,10,3,0.769
2017,Pat Fitzgerald,Northwestern,Big Ten,10,3,0.769
2017,Mike Gundy,Oklahoma State,Big 12,10,3,0.769
2017,Brian Kelly,Notre Dame,Ind,10,3,0.769
2017,Rocky Long,San Diego State,MWC,10,3,0.769
2017,Jeff Monken,Army,Ind,10,3,0.769
2017,Mike Norvell,Memphis,American,10,3,0.769
2017,Chris Petersen,Washington,Pac-12,10,3,0.769
2017,Mark Richt,Miami (FL),ACC,10,3,0.769
2017,Gus Malzahn,Auburn,SEC,10,4,0.714
2017,Jeff Tedford,Fresno State,MWC,10,4,0.714
2017,Dave Doeren,North Carolina State,ACC,9,4,0.692
2017,Justin Fuente,Virginia Tech,ACC,9,4,0.692
2017,Mike Leach,Washington State,Pac-12,9,4,0.692
2017,Will Muschamp,South Carolina,SEC,9,4,0.692
2017,Ed Orgeron,LSU,SEC,9,4,0.692
2017,Scott Satterfield,Appalachian State,Sun Belt,9,4,0.692
2017,Frank Solich,Ohio,MAC,9,4,0.692
2017,Seth Littrell,North Texas,CUSA,9,5,0.643
2017,David Shaw,Stanford,Pac-12,9,5,0.643
2017,Dan Mullen,Mississippi State,SEC,8,4,0.667
2017,Craig Bohl,Wyoming,MWC,8,5,0.615
2017,John Bonamego,Central Michigan,MAC,8,5,0.615
2017,Matt Campbell,Iowa State,Big 12,8,5,0.615
2017,Rod Carey,Northern Illinois,MAC,8,5,0.615
2017,Bill Clark,UAB,CUSA,8,5,0.615
2017,Dave Clawson,Wake Forest,ACC,8,5,0.615
2017,Butch Davis,Florida International,CUSA,8,5,0.615
2017,Kirk Ferentz,Iowa,Big Ten,8,5,0.615
2017,Jim Harbaugh,Michigan,Big Ten,8,5,0.615
2017,Doc Holliday,Marshall,CUSA,8,5,0.615
2017,Jay Hopson,Southern Mississippi,CUSA,8,5,0.615
2017,Bobby Petrino,Louisville,ACC,8,5,0.615
2017,Bill Snyder,Kansas State,Big 12,8,5,0.615
2017,Blake Anderson,Arkansas State,Sun Belt,7,5,0.583
2017,Major Applewhite,Houston,American,7,5,0.583
2017,Shawn Elliott,Georgia State,Sun Belt,7,5,0.583
2017,Chad Morris,SMU,American,7,5,0.583
2017,Kevin Sumlin,Texas A&M,SEC,7,5,0.583
2017,Willie Taggart,Oregon,Pac-12,7,5,0.583
2017,Steve Addazio,Boston College,ACC,7,6,0.538
2017,Mike Bobo,Colorado State,MWC,7,6,0.538
2017,Jeff Brohm,Purdue,Big Ten,7,6,0.538
